Mac Adress;Date_Nom;label_Balise;lat;long;Name;Description
90:b9:31:85:c9:60;23/10/2015 18:49;JACADI;48.84767151;2.283523797;zone4;jacadi
90:b9:31:85:c9:60;23/10/2015 18:59;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
90:b9:31:86:bd:67;23/10/2015 14:59;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
90:b9:31:86:bd:67;23/10/2015 15:08;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
90:b9:31:87:a7:0c;23/10/2015 13:40;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
90:b9:31:87:a7:0c;23/10/2015 13:51;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
90:b9:31:89:22:31;23/10/2015 16:11;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
90:b9:31:d4:68:4d;23/10/2015 10:08;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
90:b9:31:d4:68:4d;23/10/2015 10:15;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
90:c1:15:2b:f2:f0;23/10/2015 13:27;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
90:c1:15:2c:24:de;23/10/2015 12:37;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
90:c1:15:bd:9a:33;23/10/2015 12:57;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
90:c1:15:eb:f8:d6;23/10/2015 12:58;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:01:c2:a4:0d:94;23/10/2015 18:09;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
94:01:c2:c1:97:a7;23/10/2015 18:54;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
94:01:c2:c1:97:a7;23/10/2015 19:03;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
94:01:c2:c1:97:a7;23/10/2015 19:07;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:35:0a:02:82:c3;23/10/2015 12:03;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:35:0a:02:82:c3;23/10/2015 12:31;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
94:35:0a:06:c7:55;23/10/2015 11:34;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:35:0a:15:46:4e;23/10/2015 16:45;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
94:35:0a:15:46:4e;23/10/2015 16:56;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:35:0a:15:46:4e;23/10/2015 17:04;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
94:35:0a:15:46:4e;23/10/2015 17:13;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:35:0a:15:46:4e;23/10/2015 17:23;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
94:35:0a:24:11:31;23/10/2015 15:07;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
94:35:0a:25:79:dc;23/10/2015 11:29;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:35:0a:25:79:dc;23/10/2015 11:46;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:35:0a:29:6a:30;23/10/2015 10:55;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:35:0a:4b:69:48;23/10/2015 10:33;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:35:0a:4b:69:48;23/10/2015 10:43;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:35:0a:b2:9e:3b;23/10/2015 17:40;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:35:0a:b2:9e:3b;23/10/2015 17:43;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:35:0a:b2:9e:3b;23/10/2015 17:47;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:35:0a:b2:9e:3b;23/10/2015 18:02;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:35:0a:e4:64:60;23/10/2015 12:46;CELIO;48.84811401;2.282833576;zone18;celio
94:35:0a:ed:2f:9a;23/10/2015 18:46;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:63:d1:0b:9f:de;23/10/2015 16:11;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
94:63:d1:d9:c6:01;23/10/2015 10:27;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
94:71:ac:f3:6c:2e;23/10/2015 12:46;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
94:94:26:09:3e:0e;23/10/2015 12:36;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
94:94:26:0e:e5:57;23/10/2015 13:34;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
94:94:26:0e:e5:57;23/10/2015 13:48;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
94:94:26:83:fb:dc;23/10/2015 15:53;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:94:26:83:fb:dc;23/10/2015 15:58;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:94:26:83:fb:dc;23/10/2015 16:14;EXKI;48.84757996;2.283505917;zone 3;Grand Optical
94:94:26:85:42:7e;23/10/2015 16:54;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
94:94:26:85:42:7e;23/10/2015 17:02;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:94:26:85:a0:c3;23/10/2015 14:19;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
94:94:26:85:a0:c3;23/10/2015 14:29;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:94:26:85:a0:c3;23/10/2015 14:34;CELIO;48.84811401;2.282833576;zone18;celio
94:94:26:85:a0:c3;23/10/2015 15:07;CELIO;48.84811401;2.282833576;zone18;celio
94:94:26:cd:8c:29;23/10/2015 16:25;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:94:26:cd:8c:29;23/10/2015 16:31;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:94:26:cd:8c:29;23/10/2015 16:36;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:94:26:ce:37:a2;23/10/2015 11:20;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:94:26:ce:37:a2;23/10/2015 11:27;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
94:94:26:d7:1c:28;23/10/2015 18:42;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:94:26:d7:1c:28;23/10/2015 18:47;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
94:ce:2c:2f:a2:c0;23/10/2015 17:16;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
94:ce:2c:2f:a2:c0;23/10/2015 17:26;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:ce:2c:2f:a2:c0;23/10/2015 17:28;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
94:ce:2c:2f:a2:c0;23/10/2015 17:32;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
94:ce:2c:2f:a2:c0;23/10/2015 17:37;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
94:ce:2c:66:9e:dd;23/10/2015 15:20;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:d7:71:0f:1a:5c;23/10/2015 16:47;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:d7:71:0f:1a:5c;23/10/2015 16:58;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
94:d7:71:0f:1a:5c;23/10/2015 17:07;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:d7:71:49:12:72;23/10/2015 15:08;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
94:d7:71:49:12:72;23/10/2015 15:12;ZARA;48.84843063;2.282493115;zone15;zara
94:d7:71:5f:22:e9;23/10/2015 12:07;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
94:d7:71:80:4f:2b;23/10/2015 13:33;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
94:d7:71:80:4f:2b;23/10/2015 13:47;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
94:d7:71:df:86:d6;23/10/2015 17:54;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
94:d7:71:df:86:d6;23/10/2015 18:04;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:d7:71:df:86:d6;23/10/2015 18:08;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:d7:71:e6:f8:77;23/10/2015 12:58;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
94:d7:71:e7:85:db;23/10/2015 17:56;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:db:c9:ec:3a:ae;23/10/2015 10:49;ZARA;48.84843063;2.282493115;zone15;zara
94:db:c9:ec:3a:ae;23/10/2015 10:53;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
94:db:c9:ec:3a:ae;23/10/2015 10:57;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:db:c9:ec:3a:ae;23/10/2015 11:02;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:db:c9:ec:3a:ae;23/10/2015 11:10;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:04:62:b8;23/10/2015 18:52;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
94:eb:cd:04:dd:17;23/10/2015 15:32;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:04:dd:17;23/10/2015 15:42;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:04:dd:17;23/10/2015 15:49;CELIO;48.84811401;2.282833576;zone18;celio
94:eb:cd:0b:3b:0d;23/10/2015 17:53;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:0b:3b:0d;23/10/2015 18:08;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:eb:cd:0d:75:d9;23/10/2015 12:34;EXKI;48.84757996;2.283505917;zone 3;Grand Optical
94:eb:cd:0d:dc:17;23/10/2015 14:01;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:eb:cd:28:de:c0;23/10/2015 18:19;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:4f:71:b9;23/10/2015 13:41;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
94:eb:cd:4f:71:b9;23/10/2015 13:52;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
94:eb:cd:59:d5:f4;23/10/2015 17:05;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:93:fa:6e;23/10/2015 14:59;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:eb:cd:93:fa:6e;23/10/2015 15:09;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
94:eb:cd:93:fa:6e;23/10/2015 15:18;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
94:eb:cd:93:fa:6e;23/10/2015 15:36;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:aa:85:17;23/10/2015 15:53;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:eb:cd:aa:85:17;23/10/2015 15:58;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
94:eb:cd:aa:85:17;23/10/2015 16:03;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:eb:cd:aa:85:17;23/10/2015 16:14;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
94:eb:cd:ac:1a:81;23/10/2015 16:27;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:eb:cd:ac:1a:81;23/10/2015 16:37;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
94:eb:cd:ac:1a:81;23/10/2015 16:52;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
94:eb:cd:ac:1a:81;23/10/2015 17:01;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
94:eb:cd:ba:b7:b5;23/10/2015 11:28;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
94:eb:cd:ba:b7:b5;23/10/2015 11:45;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
94:eb:cd:e8:fe:f4;23/10/2015 19:30;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:03:d8:5b:0e:4d;23/10/2015 18:38;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:03:d8:6a:a6:27;23/10/2015 15:43;CECILE & JEANNE;48.84770966;2.283169031;zone7;celine & jeanne
98:03:d8:6a:a6:27;23/10/2015 15:50;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:03:d8:6a:a6:27;23/10/2015 15:55;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:03:d8:75:60:19;23/10/2015 14:15;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
98:03:d8:75:60:19;23/10/2015 14:25;JACADI;48.84767151;2.283523797;zone4;jacadi
98:03:d8:75:60:19;23/10/2015 14:44;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:03:d8:75:60:19;23/10/2015 15:03;JACADI;48.84767151;2.283523797;zone4;jacadi
98:03:d8:7e:3a:b8;23/10/2015 19:14;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
98:03:d8:7e:3a:b8;23/10/2015 19:16;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:7e:3a:b8;23/10/2015 19:33;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:03:d8:7e:3a:b8;23/10/2015 19:45;ZARA;48.84843063;2.282493115;zone15;zara
98:03:d8:7f:42:ba;23/10/2015 18:31;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:03:d8:84:60:3d;23/10/2015 16:49;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:03:d8:84:60:3d;23/10/2015 16:56;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
98:03:d8:84:60:3d;23/10/2015 17:04;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:84:60:3d;23/10/2015 17:13;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:03:d8:84:60:3d;23/10/2015 17:23;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
98:03:d8:89:80:cd;23/10/2015 18:48;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:03:d8:8f:92:fe;23/10/2015 12:02;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:03:d8:8f:92:fe;23/10/2015 12:29;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
98:03:d8:91:f3:77;23/10/2015 15:16;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:91:f3:77;23/10/2015 15:39;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:03:d8:a2:4b:d9;23/10/2015 15:55;JACADI;48.84767151;2.283523797;zone4;jacadi
98:03:d8:a2:4b:d9;23/10/2015 16:00;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:03:d8:a6:f9:d8;23/10/2015 12:19;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:b2:86:b5;23/10/2015 18:51;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:b2:86:b5;23/10/2015 18:58;JACADI;48.84767151;2.283523797;zone4;jacadi
98:03:d8:c0:50:57;23/10/2015 11:04;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
98:03:d8:c0:50:57;23/10/2015 11:12;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:03:d8:c6:01:37;23/10/2015 18:28;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:03:d8:c6:01:37;23/10/2015 18:36;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:03:d8:e8:ce:50;23/10/2015 14:18;JACADI;48.84767151;2.283523797;zone4;jacadi
98:0c:82:12:67:5d;23/10/2015 18:11;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
98:0c:82:16:04:02;23/10/2015 13:33;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:16:04:02;23/10/2015 13:47;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:1a:a7:e2;23/10/2015 18:58;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
98:0c:82:1e:b7:38;23/10/2015 19:15;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:0c:82:1e:b7:38;23/10/2015 19:21;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:1e:b7:38;23/10/2015 19:46;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:0c:82:34:d7:69;23/10/2015 11:04;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
98:0c:82:34:d7:69;23/10/2015 11:11;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:41:b2:95;23/10/2015 11:40;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:0c:82:41:b2:95;23/10/2015 11:43;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:0c:82:41:b2:95;23/10/2015 11:48;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:0c:82:43:cc:88;23/10/2015 11:40;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:43:cc:88;23/10/2015 11:48;JACADI;48.84767151;2.283523797;zone4;jacadi
98:0c:82:4f:a6:60;23/10/2015 17:36;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:0c:82:4f:a6:60;23/10/2015 17:40;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:0c:82:4f:a6:60;23/10/2015 17:43;THE KOOPLES SPORT;48.84792328;2.282670736;zone10;the koopple sport
98:0c:82:4f:a6:60;23/10/2015 18:02;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:69:a1:33;23/10/2015 14:17;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:69:a1:33;23/10/2015 14:27;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:0c:82:69:a1:33;23/10/2015 14:46;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:69:a1:33;23/10/2015 15:04;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:0c:82:81:c4:62;23/10/2015 12:58;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:0c:82:8a:96:83;23/10/2015 14:55;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:8a:96:83;23/10/2015 15:23;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:0c:82:8c:73:4b;23/10/2015 16:19;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:0c:82:8c:73:4b;23/10/2015 16:25;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
98:0c:82:9d:73:06;23/10/2015 14:08;BNAILS;48.84773636;2.283097505;zone8;BNAIL - BERENICE
98:0c:82:9d:73:06;23/10/2015 14:23;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:af:f4:9c;23/10/2015 18:51;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
98:0c:82:af:f4:9c;23/10/2015 18:58;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:b3:3f:20;23/10/2015 19:02;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:0c:82:b3:3f:20;23/10/2015 19:08;JACADI;48.84767151;2.283523797;zone4;jacadi
98:0c:82:b3:3f:20;23/10/2015 19:42;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:0c:82:c4:d1:56;23/10/2015 12:40;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:0c:82:c4:d1:56;23/10/2015 13:16;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:0c:82:c4:d1:56;23/10/2015 13:26;ZARA;48.84843063;2.282493115;zone15;zara
98:0c:82:ca:20:44;23/10/2015 12:07;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:0c:82:eb:c7:4f;23/10/2015 11:29;ZARA;48.84843063;2.282493115;zone15;zara
98:0c:82:eb:c7:4f;23/10/2015 11:34;LOUIS PION;48.84797669;2.282607317;zone11;louis pion - lacoste
98:0c:82:eb:c7:4f;23/10/2015 11:47;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:0c:82:ed:32:e3;23/10/2015 10:05;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:0c:82:ed:32:e3;23/10/2015 10:12;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:0c:82:f5:82:c8;23/10/2015 11:04;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:0c:82:f5:82:c8;23/10/2015 11:11;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:0c:82:f6:d6:5c;23/10/2015 12:04;GUERIN JOAILLERIE;48.84787369;2.282819271;zone9;devialet -guerin
98:0c:82:f6:d6:5c;23/10/2015 12:31;DEVIALET;48.84785461;2.282766581;zone9;devialet -guerin
98:0d:2e:c6:41:02;23/10/2015 12:35;EXKI;48.84757996;2.283505917;zone 3;Grand Optical
98:52:b1:75:b9:71;23/10/2015 10:34;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:6c:f5:10:17:66;23/10/2015 16:59;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:6c:f5:10:17:66;23/10/2015 17:26;LACOSTE;48.84802628;2.282550335;zone11;louis pion - lacoste
98:b8:e3:67:62:84;23/10/2015 10:14;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:b8:e3:77:17:33;23/10/2015 13:28;JACADI;48.84767151;2.283523797;zone4;jacadi
98:b8:e3:7a:54:6e;23/10/2015 16:29;CELIO;48.84811401;2.282833576;zone18;celio
98:b8:e3:7a:54:6e;23/10/2015 16:39;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:b8:e3:7a:54:6e;23/10/2015 16:54;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:b8:e3:7a:54:6e;23/10/2015 17:02;ZARA;48.84843063;2.282493115;zone15;zara
98:b8:e3:7f:94:ed;23/10/2015 18:23;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:b8:e3:7f:94:ed;23/10/2015 18:28;LOLLIPOPS;48.84766769;2.283406973;zone5;Lollipops
98:b8:e3:85:6d:58;23/10/2015 10:44;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:b8:e3:85:6d:58;23/10/2015 11:08;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:b8:e3:c1:45:ed;23/10/2015 19:45;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:b8:e3:c2:d8:d4;23/10/2015 12:02;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:b8:e3:c2:d8:d4;23/10/2015 12:09;L'OCCITANE EN PROVENCE;48.84768295;2.283117533;zone7;celine & jeanne
98:b8:e3:c2:d8:d4;23/10/2015 12:30;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:d6:bb:68:e8:13;23/10/2015 11:02;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
98:d6:bb:68:e8:13;23/10/2015 11:10;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:d6:bb:72:16:10;23/10/2015 12:20;HOLLISTER;48.84820938;2.282356024;zone13;hollister - nike
98:d6:bb:72:16:10;23/10/2015 13:00;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:d6:bb:84:54:fb;23/10/2015 14:16;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:d6:bb:84:54:fb;23/10/2015 14:31;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:d6:bb:84:54:fb;23/10/2015 14:46;TOMMY HILFIGER;48.84824371;2.282747984;zone17;tommy hilfiger
98:d6:bb:9a:39:80;23/10/2015 10:08;ZARA;48.84843063;2.282493115;zone15;zara
98:d6:bb:9a:39:80;23/10/2015 10:15;NIKE;48.84777451;2.283026457;zone8;BNAIL - BERENICE
98:d6:bb:a3:c7:07;23/10/2015 19:24;LEVI'S;48.84805679;2.282900333;zone19;levi's - berenice
98:d6:bb:a3:c7:07;23/10/2015 19:29;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:d6:bb:af:17:be;23/10/2015 12:05;JACADI;48.84767151;2.283523797;zone4;jacadi
98:d6:bb:af:17:be;23/10/2015 12:32;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:d6:bb:bc:9c:1f;23/10/2015 19:35;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:d6:bb:bc:9c:1f;23/10/2015 19:39;JACADI;48.84767151;2.283523797;zone4;jacadi
98:d6:bb:be:39:63;23/10/2015 15:50;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:d6:bb:be:39:63;23/10/2015 15:55;ADIDAS ORIGINALS;48.84810638;2.282475472;zone12;adidas
98:d6:bb:c1:64:70;23/10/2015 12:55;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:d6:bb:c2:8f:f5;23/10/2015 16:50;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:d6:bb:c2:8f:f5;23/10/2015 17:19;AMERICAN VINTAGE;48.84798813;2.282802343;zone19;levi's - berenice
98:d6:bb:c5:be:81;23/10/2015 17:10;GRAND OPTICAL;48.84766006;2.283632518;zone 3;Grand Optical
98:d6:bb:c6:16:47;23/10/2015 12:35;ERIC KAYSER;48.8476181;2.283736229;zone 2;Restauration - Détente
98:d6:bb:d3:94:8d;23/10/2015 13:18;CELIO;48.84811401;2.282833576;zone18;celio
98:d6:bb:dd:52:ad;23/10/2015 18:22;BERENICE;48.84782028;2.282927513;zone8;BNAIL - BERENICE
98:d6:bb:dd:52:ad;23/10/2015 18:27;ZARA;48.84843063;2.282493115;zone15;zara
98:d6:bb:dd:52:ad;23/10/2015 18:32;LITTLE EXTRA;48.84768295;2.283299446;zone6;little extra - l'occitane
98:d6:bb:df:6b:62;23/10/2015 14:08;CELIO;48.84811401;2.282833576;zone18;celio
